অ	ꯑ
অগরৱাল	ꯑꯒꯔꯋꯥꯜ
অগরৱালনা	ꯑꯒꯔꯋꯥꯜꯅ
অগরৱালসু	ꯑꯒꯔꯋꯥꯜꯁꯨ
অগষ্ট	ꯑꯒꯁ꯭ꯇ
অগষ্টিন	ꯑꯒꯁ꯭ꯇꯤꯟ
অগস্ত	 ꯑꯒꯁ꯭ꯠ
অগাথা	ꯑꯒꯥꯊꯥ
অগানানিনা	ꯑꯒꯥꯅꯥꯅꯤꯅ
অগারৱালনা	ꯑꯒꯥꯔꯋꯥꯜꯅ
অগুই	ꯑꯒꯨꯢ
অগুৱাদা	ꯑꯒꯨꯋꯥꯥꯗꯥ
অগে	 ꯑꯒꯦ
অগেন্টস	ꯑꯒꯦꯟ꯭ꯁ
অগ্ননি	ꯑꯒꯅꯅꯤ
অগ্নানিনা	ꯑꯒꯅꯥꯅꯤꯅꯥ
অগ্নিহোত্রিনা	ꯑꯒꯅꯤꯍꯣꯇ꯭ꯔꯤꯅꯥ
অগ্নী	ꯑꯒꯅꯤ
অগ্রাদা	ꯑꯒ꯭ꯔꯥꯗꯥ
অগ্রানা	ꯑꯒ꯭ꯔꯥꯅ
অগ্রৱালনা	ꯑꯒ꯭ꯔꯋꯥꯜꯅ
অঙংদুনা	ꯑꯉꯪꯗꯨꯅꯥ
অঙংশিংনা	 ꯑꯉꯪꯁꯤꯡꯅꯥ
অঙকপনা	 ꯑꯉꯛꯄꯅ
অঙকপা	ꯑꯉꯛꯄ
অঙক্পগী	 ꯑꯡꯛꯄꯒꯤ
অঙক্পনা	 ꯑꯉꯛꯄꯅ
অঙক্পনি	 ꯑꯉꯛꯄꯅꯤ
অঙক্পা	 ꯑꯉꯛꯄꯥ
অঙখুই	ꯑꯉꯈꯨꯢ
অঙন	ꯑꯉꯟ
অঙনফৌ	 ꯑꯉꯟꯐꯧ
অঙনবদগী	ꯑꯉꯟꯕꯗꯒꯤ
অঙনবদা	ꯑꯉꯟꯕꯗ
অঙনবা	ꯑꯉꯟꯕ
অঙন্বদা	 ꯑꯉꯟꯕꯗꯥ
অঙম	ꯑꯉꯝ
অঙম্	 ꯑꯉꯝ
অঙম্বশিংগী	 ꯑꯉꯝꯕꯁꯤꯡꯒꯤ
অঙম্বা	ꯑꯉꯝꯕ
অঙম্বী	ꯑꯉꯝꯕꯤ
অঙাং	ꯑꯉꯥꯡ
অঙাংগা	 ꯑꯉꯥꯡꯒꯥ
অঙাংগী	ꯑꯉꯥꯡꯒꯤ
অঙাংদা	ꯑꯉꯥꯡꯗꯥ
অঙাংদু	 ꯑꯉꯥꯡꯗꯨ
অঙাংদুগী	 ꯑꯉꯥꯡꯗꯨꯒꯤ
অঙাংদুনা	 ꯑꯉꯥꯡꯗꯨꯅ
অঙাংদো	 ꯑꯉꯥꯡꯗꯣ
অঙাংনা	 ꯑꯉꯥꯡꯅ
অঙাংনি	 ꯑꯉꯥꯡꯅꯤ
অঙাংনিনা	ꯑꯉꯥꯡꯅꯤꯅ
অঙাংনোনে	 ꯑꯉꯥꯡꯅꯣꯅꯦ
অঙাংবা	ꯑꯉꯥꯡꯕ
অঙাংবু	 ꯑꯉꯥꯡꯕꯨ
অঙাংমচাশিংগী	ꯑꯉꯥꯡꯃꯆꯥꯁꯤꯡꯒꯤ
অঙাংশা	ꯑꯉꯥꯡꯁꯥ
অঙাংশিং	ꯑꯉꯥꯡꯁꯤꯡ
অঙাংশিংগা	ꯑꯉꯥꯡꯁꯤꯡꯒ
অঙাংশিংগী	ꯑꯉꯥꯡꯁꯤꯡꯒꯤ
অঙাংশিংগীদমক	ꯑꯉꯥꯡꯁꯤꯡꯒꯤꯗꯃꯛ
অঙাংশিংগীদমকসু	ꯑꯉꯥꯡꯁꯤꯡꯒꯤꯗꯃꯛꯁꯨ
অঙাংশিংগীনা	ꯑꯉꯥꯡꯁꯤꯡꯒꯤꯅꯥ
অঙাংশিংদগী	ꯑꯉꯥꯡꯁꯤꯡꯗꯒꯤ
অঙাংশিংদা	ꯑꯉꯥꯡꯁꯤꯡꯗꯥ
অঙাংশিংদি	ꯑꯉꯥꯡꯁꯤꯡꯗꯤ
অঙাংশিংদুনা	 ꯑꯉꯥꯡꯁꯤꯡꯗꯨꯅ
অঙাংশিংনদি	 ꯑꯉꯥꯡꯁꯤꯡꯅꯗꯤ
অঙাংশিংনা	ꯑꯉꯥꯡꯁꯤꯡꯅꯥ
অঙাংশিংবু	ꯑꯉꯥꯡꯁꯤꯡꯕꯨ
অঙাংশিংসু	ꯑꯉꯥꯡꯁꯤꯡꯁꯨ
অঙাংসি	 ꯑꯉꯥꯡꯁꯤ
অঙাংহল	ꯑꯉꯥꯡꯍꯜ
অঙাওবগী	 ꯑꯉꯥꯨꯕꯒꯤ
অঙাওবা	ꯑꯉꯥꯎꯕ
অঙাওবীনি	 ꯑꯉꯥꯨꯕꯤꯅꯤ
অঙাওবীরা	 ꯑꯉꯥꯎꯕꯤꯔꯥ
অঙাঙ্বমুক	 ꯑꯉꯥꯡꯕꯃꯨꯛ
অঙাঙ্বমুক্	 ꯑꯉꯥꯡꯕꯃꯨꯛ
অঙানবনা	ꯑꯉꯥꯟꯕꯅ
অঙানবনি	ꯑꯉꯥꯟꯕꯅꯤ
অঙান্বা	 ꯑꯉꯥꯟꯕꯥ
অঙাম	ꯑꯉꯥꯝ
অঙাম্বা	ꯑꯉꯥꯝꯕ
অঙোম	ꯑꯉꯣꯝ
অঙোমনা	ꯑꯉꯣꯝꯅ
অঙৌবা	ꯑꯉꯧꯕ
অঙৌবাদু	 ꯑꯉꯧꯕꯗꯨ
অঙৌবী	ꯑꯉꯧꯕꯤ
অঙ্ক	ꯑꯪꯀ
অঙ্কগী	ꯑꯡꯀꯒꯤ
অঙ্গত	ꯑꯡꯒꯠ
অঙ্গনৱাদি	ꯑꯡꯒꯟꯋꯥꯗꯤ
অঙ্গনৱাদিশিং	ꯑꯡꯒꯟꯋꯥꯗꯤꯁꯤꯡ
অঙ্গনৱাদিশিংগী	ꯑꯡꯒꯟꯋꯥꯗꯤꯁꯤꯡꯒꯤ
অঙ্গনৱারি	ꯑꯡꯒꯟꯋꯥꯔꯤ
অঙ্গামিগী	ꯑꯡꯒꯥꯃꯤꯒꯤ
অঙ্গামীনা	ꯑꯡꯒꯥꯃꯤꯅ
অঙ্গুর	ꯑꯡꯒꯨꯔ
অচ	ꯑꯆ
অচংবা	ꯑꯆꯪꯕ
অচনবা	ꯑꯆꯟꯕ
অচম্বা	ꯑꯆꯝꯕ
অচা	ꯑꯆꯥ
অচাক্পা	ꯑꯆꯥꯛꯄꯥ
অচাগােৎ	ꯑꯆꯥꯒꯥꯦꯠ
অচাথাউ	ꯑꯆꯥꯊꯥꯎ
অচাথাউগী	ꯑꯆꯥꯊꯥꯎꯒꯤ
অচাথাওনচিংবা	ꯑꯆꯥꯊꯥꯎꯅꯆꯤꯡꯕ
অচান্বগা	ꯑꯆꯥꯟꯕꯒꯥ
অচাপোত	ꯑꯆꯥꯄꯣꯇ
অচাবা	ꯑꯆꯥꯕꯥ
অচার	ꯑꯆꯥꯔ
অচারিয়া	ꯑꯆꯥꯔꯤꯌꯥ
অচারিয়ানচিংবা	ꯑꯆꯥꯔꯤꯌꯥꯅꯆꯤꯡꯕ
অচার্য্য	ꯑꯆꯥꯔꯖꯌ
অচারয়া	ꯑꯆꯥꯔꯌꯥ
অচিনবা	ꯑꯆꯤꯟꯕ
অচুন	ꯑꯆꯨꯟ
অচুবা	ꯑꯆꯨꯕ
অচুম	ꯑꯆꯨꯃ
অচুম্বগী	ꯑꯆꯨꯝꯕꯒꯤ
অচুম্বগীদমক	ꯑꯆꯨꯝꯕꯒꯤꯗꯃꯛ
অচুম্বনা	ꯑꯆꯨꯝꯕꯅ
অচুম্বনি	ꯑꯆꯨꯝꯕꯅꯤ
অচুম্ববু	ꯑꯆꯨꯝꯕꯕꯨ
অচুম্বরনে	ꯑꯆꯨꯝꯕꯔꯅꯦ
অচুম্বা	ꯑꯆꯨꯝꯕ
অচূম্বা	ꯑꯆꯨꯝꯕꯥ
অচেৎপ	ꯑꯆꯦꯠꯄ
অচেৎপা	ꯑꯆꯦꯠꯄꯥ
অচোন	ꯑꯆꯣꯅ
অচোনি	ꯑꯆꯣꯅꯤ
অচোন্	ꯑꯆꯣꯟ
অচোন্বা	ꯑꯆꯣꯟꯕꯥ
অচোমনা	ꯑꯆꯣꯝꯅꯥ
অচৌ	ꯑꯆꯧ
অচৌগী	ꯑꯆꯧꯒꯤ
অচৌবগী	ꯑꯆꯧꯕꯒꯤ
অচৌবদা	ꯑꯆꯧꯕꯗ
অচৌবদু	ꯑꯆꯧꯕꯗꯨ
অচৌবদুনা	ꯑꯆꯧꯕꯗꯨꯅꯥ
অচৌবনা	ꯑꯆꯧꯕꯅ
অচৌবশিংগী	ꯑꯆꯧꯕꯁꯤꯡꯒꯤ
অচৌবসিনা	ꯑꯆꯧꯕꯁꯤꯅꯥ
অচৌবসু	ꯑꯆꯧꯕꯁꯨ
অচৌবা	ꯑꯆꯧꯕ
অচ্চা	ꯑꯆꯆꯥ
অচ্যারিয়া	ꯑꯆ꯭ꯌꯥꯔꯤꯌꯥ
অচ্যারিয়ানা	ꯑꯆ꯭ꯌꯥꯔꯤꯌꯥꯅꯥ
অচ্যার্য্য	ꯑꯆ꯭ꯌꯥꯔꯖ꯭ꯌ
অচৎ	ꯑꯆꯠ
অজ	ꯑꯖ
অজন্তা	ꯑꯖꯟꯇꯥ
অজমর	ꯑꯖꯃꯔ
অজমল	ꯑꯖꯃꯜ
অজমলনচিংবনা	ꯑꯖꯃꯜꯅꯆꯤꯡꯕꯅ
অজমির	ꯑꯖꯃꯤꯔ
অজরবৈজানগী	ꯑꯖꯔꯕꯩꯖꯥꯟꯒꯤ
অজহর	ꯑꯖꯍꯔ
অজাং	ꯑꯖꯥꯡ
অজাতি	ꯑꯖꯥꯇꯤ
অজাদ	ꯑꯖꯥꯗ
অজাদকী	ꯑꯖꯥꯗꯀꯤ
অজাদনসু	ꯑꯖꯥꯗꯅꯁꯨ
অজাদনা	ꯑꯖꯥꯗꯅ
অজাদি	ꯑꯖꯥꯗꯤ
অজাদিকা	ꯑꯖꯥꯗꯤꯀꯥ
অজাদিকি	ꯑꯖꯥꯗꯤꯀꯤ
অজাদিগা	ꯑꯖꯥꯗꯤꯒꯥ
অজাম	ꯑꯖꯥꯝ
অজাহিন্দ	ꯑꯖꯥꯍꯤꯟꯗ
অজিউরম	ꯑꯖꯤꯎꯔꯝ
অজিজুল	ꯑꯖꯤꯖꯨꯜ
অজিট	ꯑꯖꯤꯠ
অজিত	ꯑꯖꯤꯠ
অজিনক্যা	ꯑꯖꯤꯅꯀ꯭ꯌꯥ
অজিৎ	ꯑꯖꯤꯠ
অজুরাম	ꯑꯖꯨꯔꯥꯝ
অজোয়	ꯑꯖꯣꯌ
অজয়	ꯑꯖꯌ
অঞ্জাম	ꯑꯟꯖꯥꯝ
অঞ্জুমাননা	ꯑꯟꯖꯨꯃꯥꯟꯅ
অটল	ꯑꯇꯜ
অটশুম	ꯑꯠꯁꯨꯝ
অটশুমগী	ꯑꯠꯁꯨꯝꯒꯤ
অটশুমনা	ꯑꯠꯁꯨꯝꯅꯥ
অটসুম	ꯑꯠꯁꯨꯝ
অটসুমগী	ꯑꯠꯁꯨꯝꯒꯤ
অটুল	ꯑꯇꯨꯜ
অতত্পা	ꯑꯇꯠꯄꯥ
অতপ্পা	ꯑꯇꯞꯄꯥ
অতম্ননা	ꯑꯇꯝꯅꯅ
অতল	ꯑꯇꯜ
অতা	ꯑꯇꯥ
অতাংবা	ꯑꯇꯥꯡꯕ
অতাওবনচীংবা	ꯑꯇꯥꯑꯣꯕꯟꯆꯤꯡꯕꯥ
অতাঙবা	ꯑꯇꯥꯡꯕꯥ
অতানা	ꯑꯇꯥꯅ
অতানু	ꯑꯇꯥꯅꯨ
অতাবা	ꯑꯇꯥꯕ
অতাশিং	ꯑꯇꯥꯁꯤꯡ
অতাশিংগী	ꯑꯇꯥꯁꯤꯡꯒꯤ
অতাশিংদগী	ꯑꯇꯥꯁꯤꯡꯗꯒꯤ
অতি	ꯑꯇꯤ
অতিথি	ꯑꯇꯤꯊꯤ
অতিয়া	ꯑꯇꯤꯌꯥ
অতিয়াগী	ꯑꯇꯤꯌꯥꯒꯤ
অতিয়াদা	ꯑꯇꯤꯌꯥꯗ
অতুম্বা	ꯑꯇꯨꯝꯕꯥ
অতুল	ꯑꯇꯨꯜ
অতে	ꯑꯇꯦ
অতেক	ꯑꯇꯦꯛ
অতেক্পকা	ꯑꯇꯦꯛꯄꯀꯥ
অতেক্পা	ꯑꯇꯦꯛꯄꯥ
অতেনবা	ꯑꯇꯦꯟꯕ
অতেলি	ꯑꯇꯦꯂꯤ
অতেলিদগী	ꯑꯇꯦꯂꯤꯗꯒꯤ
অতৈ	ꯑꯇꯩ
অতৈগা	ꯑꯇꯩꯒ
অতৈগী	ꯑꯇꯩꯒꯤ
অতৈগুম	ꯑꯇꯩꯒꯨꯝ
অতৈদগী	ꯑꯇꯩꯗꯒꯤ
অতৈদসু	ꯑꯇꯩꯗꯁꯨ
অতৈদা	ꯑꯇꯩꯗ
অতৈদি	ꯑꯇꯩꯗꯤ
অতৈনা	ꯑꯇꯩꯅ
অতোই	ꯑꯇꯣꯢ
অতোন্বগী	ꯑꯇꯣꯟꯕꯒꯤ
অতোন্বদুনা	ꯑꯇꯣꯟꯕꯗꯨꯅꯥ
অতোন্বনা	ꯑꯇꯣꯟꯕꯅꯥ
অতোন্বনি	ꯑꯇꯣꯟꯕꯅꯤ
অতোন্ববুনা	ꯑꯇꯣꯟꯕꯕꯨꯅꯥ
অতোন্বা	ꯑꯇꯣꯟꯕꯥ
অতোন্বী	ꯑꯇꯣꯟꯕꯤ
অতোন্বীনা	ꯑꯇꯣꯟꯕꯤꯅꯥ
অতোপ	ꯑꯇꯣꯞ
অতোপশিং	ꯑꯇꯣꯞꯁꯤꯡ
অতোপা	ꯑꯇꯣꯄꯥ
অতোপ্	ꯑꯇꯣꯞ
অতোপ্পগী	ꯑꯇꯣꯞꯄꯒꯤ
অতোপ্পগীসু	ꯑꯇꯣꯞꯄꯒꯤꯁꯨ
অতোপ্পদা	ꯑꯇꯣꯞꯄꯗ
অতোপ্পশিংদগী	ꯑꯇꯣꯞꯄꯁꯤꯡꯗꯒꯤ
অতোপ্পশিংদা	ꯑꯇꯣꯞꯄꯁꯤꯡꯗ
অতোপ্পশিংবু	ꯑꯇꯣꯞꯄꯁꯤꯡꯕꯨ
অতোপ্পা	ꯑꯇꯣꯞꯄ
অতোম্বদুদি	ꯑꯇꯣꯝꯕꯗꯨꯗꯤ
অতোম্বনা	ꯑꯇꯣꯝꯕꯅꯥ
অতোম্বা	ꯑꯇꯣꯝꯕꯥ
অতোম্বিনি	ꯑꯇꯣꯝꯕꯤꯅꯤ
অতোম্বী	ꯑꯇꯣꯝꯕꯤ
অতোম্বীগী	ꯑꯇꯣꯝꯕꯤꯒꯤ
অতোম্বীদা	ꯑꯇꯣꯝꯕꯤꯗꯥ
অতোম্বীদুদা	ꯑꯇꯣꯝꯕꯤꯗꯨꯗꯥ
অতোম্বীনা	ꯑꯇꯣꯝꯕꯤꯅꯥ
অতোম্বীবু	ꯑꯇꯣꯝꯕꯤꯕꯨ
অতোম্বীসিবু	ꯑꯇꯣꯝꯕꯤꯁꯤꯕꯨ
অতোলদা	ꯑꯇꯣꯜꯗꯥ
অতোয়	ꯑꯇꯣꯌ
অতৌখোংদা	ꯑꯇꯧꯈꯣꯡꯗ
অতৌবা	ꯑꯇꯧꯕ
অত্ন	ꯑꯠꯅ
অত্ম	ꯑꯠꯃ
অত্মনিভর	ꯑꯠꯃꯅꯤꯚꯔ
অত্মনিরভর	ꯑꯠꯃꯅꯤꯔꯚꯔ
অত্মা	ꯑꯠꯃꯥ
অত্মাঘাৎ	ꯑꯠꯃꯥꯘꯥꯠ
অত্মানা	ꯑꯠꯃꯥꯅ
অত্মানি	ꯑꯠꯃꯥꯅꯤ
অত্মানিভর	ꯑꯠꯃꯥꯅꯤꯚꯔ
অত্মানিরভর	ꯑꯠꯃꯥꯅꯤꯔꯚꯔ
অত্মানিরভরতা	ꯑꯠꯃꯥꯅꯤꯔꯚꯔꯇꯥ
অত্মানিরভরতাগী	ꯑꯠꯃꯥꯅꯤꯔꯚꯔꯇꯥꯒꯤ
অত্মানিরভার	ꯑꯠꯃꯥꯅꯤꯔꯚꯥꯔ
অতৎ	ꯑꯇꯠ
অথংবা	ꯑꯊꯪꯕ
অথক	ꯑꯊꯛ
অথকশিং	ꯑꯊꯛꯁꯤꯡ
অথক্লা	ꯑꯊꯛꯂꯥ
অথন্বা	ꯑꯊꯟꯕꯥ
অথাপ্পা	ꯑꯊꯥꯞꯄ
অথাবা	ꯑꯊꯥꯕ
অথিংবদি	ꯑꯊꯤꯡꯕꯗꯤ
অথিংবশিং	ꯑꯊꯤꯡꯕꯁꯤꯡ
অথিংবসি	ꯑꯊꯤꯡꯕꯁꯤ
অথিংবসু	ꯑꯊꯤꯡꯕꯁꯨ
অথিংবা	ꯑꯊꯤꯡꯕꯥ
অথু	ꯑꯊꯨ
অথুপ	ꯑꯊꯨꯞ
অথুব	ꯑꯊꯨꯕ
অথুবদ	ꯑꯊꯨꯕꯗ
অথুবদা	ꯑꯊꯨꯕꯗꯥ
অথুবা	ꯑꯊꯨꯕꯥ
অথুম	ꯑꯊꯨꯝ
অথুম্	ꯑꯊꯨꯝ
অথুম্নগা	ꯑꯊꯨꯝꯅꯒꯥ
অথুৱন	ꯑꯊꯨꯋꯟ
অথুৱান	ꯑꯊꯨꯋꯥꯟ
অথুৱালে	ꯑꯊꯨꯋꯥꯂꯦ
অথূপ্পা	ꯑꯊꯨꯞꯄꯥ
অথেংনবদা	ꯑꯊꯦꯡꯅꯕꯗꯥ
অথেংবদা	ꯑꯊꯦꯡꯕꯗꯥ
অথেংবা	ꯑꯊꯦꯡꯕꯥ
অথেঙ্বদা	ꯑꯊꯦꯡꯕꯗꯥ
অথেঙ্বা	ꯑꯊꯦꯡꯕꯥ
অথোংবা	ꯑꯊꯣꯡꯕꯥ
অথোই	ꯑꯊꯣꯢ
অথোইবনা	ꯑꯊꯣꯏꯕꯅꯥ
অথোইবনি	ꯑꯊꯣꯏꯕꯅꯤ
অথোইবা	ꯑꯊꯣꯢꯕꯥ
অথোকপম	ꯑꯊꯣꯛꯄꯝ
অথোকপমগী	ꯑꯊꯣꯛꯄꯝꯒꯤ
অথোকপমদা	ꯑꯊꯣꯛꯄꯝꯗꯥ
অথোকপমনচিংবা	ꯑꯊꯣꯛꯄꯝꯅꯆꯤꯡꯕꯥ
