অ	ꯑ
অঙাংশিংনদি	ꯑꯉꯥꯡꯁꯤꯡꯅꯗꯤ
অঙাংশিংনা	ꯑꯉꯥꯡꯁꯤꯡꯅꯥ
অঙাংশিংবু	ꯑꯉꯥꯡꯁꯤꯡꯕꯨ
অঙাংশিংসু	ꯑꯉꯥꯡꯁꯤꯡꯁꯨ
অঙাংসি	ꯑꯉꯥꯡꯁꯤ
অঙাওবগী	ꯑꯉꯥꯨꯎꯕꯒꯤ
অঙাওবা	ꯑꯉꯥꯎꯕ ꯥ
অঙাওবীনি	ꯑꯉꯥꯨꯎꯕꯤꯅꯤ
অঙাওবীরা	ꯑꯉꯥꯎꯕꯤꯔꯥ
অঙাঙ্বমুক	ꯑꯉꯥꯡꯕꯃꯨꯛ
অঙাঙ্বমুক্	ꯑꯉꯥꯡꯕꯃꯨꯛ
অঙানবনা	ꯑꯉꯥꯟꯕꯅꯥ
অঙানবনি	ꯑꯉꯥꯟꯕꯅꯤ
অঙান্বা	ꯑꯉꯥꯟꯕꯥ
অঙাম	ꯑꯉꯥꯝ
অঙৌবা	ꯑꯉꯧꯕꯥ
অঙৌবাদু	ꯑꯉꯧꯕꯥꯗꯨ
অঙৌবী	ꯑꯉꯧꯕꯤ
অঙ্ক	ꯑꯪꯀ
অঙ্কগী	ꯑꯪꯀꯒꯤ
অঙ্গনৱাদি	ꯑꯪꯒꯟꯋꯥꯗꯤ
অঙ্গনৱাদিশিং	ꯑꯪꯒꯟꯋꯥꯗꯤꯁꯤꯡ
অঙ্গনৱাদিশিংগী	ꯑꯪꯒꯟꯋꯥꯗꯤꯁꯤꯡꯒꯤ
অঙ্গুর	ꯑꯪꯒꯨꯔ
অচ	ꯑꯆ
অচংবা	ꯑꯆꯪꯕꯥ
অচনবা	ꯑꯆꯟꯕꯥ
অচম্বা	ꯑꯆꯝꯕꯥ
অচা	ꯑꯆꯥ
অচাক্পা	ꯑꯆꯥꯛꯄꯥ
অচাথাউ	ꯑꯆꯥꯊꯥꯎ
অচাথাউগী	ꯑꯆꯥꯊꯥꯎꯒꯤ
অচাথাওনচিংবা	ꯑꯆꯥꯊꯥꯎꯅꯆꯤꯡꯕꯥ
অচান্বগা	ꯑꯆꯥꯟꯕꯒꯥ
অচাপোত	ꯑꯆꯥꯄꯣꯇ
অচাবা	ꯑꯆꯥꯕꯥ
অচার	ꯑꯆꯥꯔ
অচিনবা	ꯑꯆꯤꯟꯕꯥ
অচুবা	ꯑꯆꯨꯕꯥ
অচুম	ꯑꯆꯨꯝ
অচুম্বগী	ꯑꯆꯨꯝꯕꯒꯤ
অচুম্বগীদমক	ꯑꯆꯨꯝꯕꯒꯤꯗꯃꯛ
অচুম্বনা	ꯑꯆꯨꯝꯕꯅꯥ
অচুম্বনি	ꯑꯆꯨꯝꯕꯅꯤ
অচুম্ববু	ꯑꯆꯨꯝꯕꯕꯨ
অচুম্বরনে	ꯑꯆꯨꯝꯕꯔꯅꯦ
অচুম্বা	ꯑꯆꯨꯝꯕꯥ
অচূম্বা	ꯑꯆꯨꯝꯕꯥ
অচেৎপ	ꯑꯆꯦꯠꯄ
অচেৎপা	ꯑꯆꯦꯠꯄꯥ
অচোন্বা	ꯑꯆꯣꯟꯕꯥ
অচৌ	ꯑꯆꯧ
অচৌবগী	ꯑꯆꯧꯕꯒꯤ
অচৌবদা	ꯑꯆꯧꯕꯗꯥ
অচৌবদু	ꯑꯆꯧꯕꯗꯨ
অচৌবদুনা	ꯑꯆꯧꯕꯗꯨꯅꯥ
অচৌবনা	ꯑꯆꯧꯕꯅꯥ
অচৌবশিংগী	ꯑꯆꯧꯕꯁꯤꯡꯒꯤ
অচৌবসিনা	ꯑꯆꯧꯕꯁꯤꯅꯥ
অচৌবসু	ꯑꯆꯧꯕꯁꯨ
অচৌবা	ꯑꯆꯧꯕꯥ
অচ্চা	ꯑꯆꯆꯥ
অচৎ	ꯑꯆꯠ
অতত্পা	ꯑꯇꯠꯄꯥ
অতপ্পা	ꯑꯇꯞꯄꯥ
অতম্ননা	ꯑꯇꯝꯅꯅꯥ
অতা	ꯑꯇꯥ
অতাংবা	ꯑꯇꯥꯡꯕꯥ
অতাওবনচীংবা	ꯑꯇꯥꯎꯕꯟꯆꯤꯡꯕꯥ
অতাঙবা	ꯑꯇꯥꯡꯕꯥ
অতানা	ꯑꯇꯥꯅꯥ
অতাবা	ꯑꯇꯥꯕꯥ
অতাশিং	ꯑꯇꯥꯁꯤꯡ
অতি	ꯑꯇꯤ
অতিথি	ꯑꯇꯤꯊꯤ
অতিয়া	ꯑꯇꯤꯌꯥ
অতিয়াগী	ꯑꯇꯤꯌꯥꯒꯤ
অতিয়াদা	ꯑꯇꯤꯌꯥꯗꯥ
অতুম্বা	ꯑꯇꯨꯝꯕꯥ
অতে	ꯑꯇꯦ
অতেক	ꯑꯇꯦꯛ
অতেক্পকা	ꯑꯇꯦꯛꯄꯀꯥ
অতেক্পা	ꯑꯇꯦꯛꯄꯥ
অতেনবা	ꯑꯇꯦꯟꯕꯥ
অতৈ	ꯑꯇꯩ
অতৈগা	ꯑꯇꯩꯒꯥ
অতৈগী	ꯑꯇꯩꯒꯤ
অতৈগুম	ꯑꯇꯩꯒꯨꯝ
অতৈদগী	ꯑꯇꯩꯗꯒꯤ
অতৈদসু	ꯑꯇꯩꯗꯁꯨ
অতৈদা	ꯑꯇꯩꯗꯥ
অতৈদি	ꯑꯇꯩꯗꯤ
অতৈনা	ꯑꯇꯩꯅꯥ
অতোই	ꯑꯇꯣꯢ
অতোন্বগী	ꯑꯇꯣꯟꯕꯒꯤ
অতোন্বদুনা	ꯑꯇꯣꯟꯕꯗꯨꯅꯥ
অতোন্বনা	ꯑꯇꯣꯟꯕꯅꯥ
অতোন্বনি	ꯑꯇꯣꯟꯕꯅꯤ
অতোন্ববুনা	ꯑꯇꯣꯟꯕꯕꯨꯅꯥ
অতোন্বা	ꯑꯇꯣꯟꯕꯥ
অতোন্বী	ꯑꯇꯣꯟꯕꯤ
অতোন্বীনা	ꯑꯇꯣꯟꯕꯤꯅꯥ
অতোপ	ꯑꯇꯣꯄ
অতোপশিং	ꯑꯇꯣꯄꯁꯤꯡ
অতোপা	ꯑꯇꯣꯄꯥ
অতোপ্	ꯑꯇꯣꯞ
অতোপ্পগী	ꯑꯇꯣꯞꯄꯒꯤ
অতোপ্পগীসু	ꯑꯇꯣꯞꯄꯒꯤꯁꯨ
অতোপ্পদা	ꯑꯇꯣꯞꯄꯗꯥ
অতোপ্পশিংদগী	ꯑꯇꯣꯞꯄꯁꯤꯡꯗꯒꯤ
অতোপ্পশিংদা	ꯑꯇꯣꯞꯄꯁꯤꯡꯗꯥ
অতোপ্পশিংবু	ꯑꯇꯣꯞꯄꯁꯤꯡꯕꯨ
অতোপ্পা	ꯑꯇꯣꯞꯄꯥ
অতোম্বদুদি	ꯑꯇꯣꯝꯕꯗꯨꯗꯤ
অতোম্বনা	ꯑꯇꯣꯝꯕꯅꯥ
অতোম্বা	ꯑꯇꯣꯝꯕꯥ
অতোম্বিনি	ꯑꯇꯣꯝꯕꯤꯅꯤ
অতোম্বী	ꯑꯇꯣꯝꯕꯤ
অতোম্বীগী	ꯑꯇꯣꯝꯕꯤꯒꯤ
অতোম্বীদা	ꯑꯇꯣꯝꯕꯤꯗꯥ
অতোম্বীদুদা	ꯑꯇꯣꯝꯕꯤꯗꯨꯗꯥ
অতোম্বীনা	ꯑꯇꯣꯝꯕꯤꯅꯥ
অতোম্বীবু	ꯑꯇꯣꯝꯕꯤꯕꯨ
অতোম্বীসিবু	ꯑꯇꯣꯝꯕꯤꯁꯤꯕꯨ
অতোয়	ꯑꯇꯣꯢ
অতৌবা	ꯑꯇꯧꯕꯥ
অত্মা	ꯑꯠꯃꯥ
অত্মানা	ꯑꯠꯃꯥꯅꯥ
অত্মানি	ꯑꯠꯃꯥꯅꯤ
অতৎ	ꯑꯇꯠ
অথংবা	ꯑꯊꯪꯕꯥ
অথক	ꯑꯊꯛ
অথকশিং	ꯑꯊꯛꯁꯤꯡ
অথন্বা	ꯑꯊꯟꯕꯥ
অথাপ্পা	ꯑꯊꯥꯞꯄꯥ
অথাবা	ꯑꯊꯥꯕꯥ
অথিংবদি	ꯑꯊꯤꯡꯕꯗꯤ
অথিংবশিং	ꯑꯊꯤꯡꯕꯁꯤꯡ
অথিংবসি	ꯑꯊꯤꯡꯕꯁꯤ
অথিংবসু	ꯑꯊꯤꯡꯕꯁꯨ
অথিংবা	ꯑꯊꯤꯡꯕꯥ
অথু	ꯑꯊꯨ
অথুপ	ꯑꯊꯨꯞ
অথুব	ꯑꯊꯨꯕ
অথুবদ	ꯑꯊꯨꯕꯗ
অথুবদা	ꯑꯊꯨꯕꯗꯥ
অথুবা	ꯑꯊꯨꯕꯥ
অথুম	ꯑꯊꯨꯝ
অথূপ্পা	ꯑꯊꯨꯞꯄꯥ
অথেংনবদা	ꯑꯊꯦꯡꯅꯕꯗꯥ
অথেংবদা	ꯑꯊꯦꯡꯕꯗꯥ
অথেংবা	ꯑꯊꯦꯡꯕꯥ
অথেঙ্বদা	ꯑꯊꯦꯡꯕꯗꯥ
অথেঙ্বা	ꯑꯊꯦꯡꯕꯥ
অথোংবা	ꯑꯊꯣꯡꯕꯥ
অথোই	ꯑꯊꯣꯢ
অথোইবনা	ꯑꯊꯣꯢꯕꯅꯥ
অথোইবনি	ꯑꯊꯣꯢꯕꯅꯤ
অথোইবা	ꯑꯊꯣꯢꯕꯥ
অথোরিতিশিংগী	ꯑꯊꯣꯔꯤꯇꯤꯁꯤꯡꯒꯤ
অথৌ	ꯑꯊꯧ
অথৌবনা	ꯑꯊꯧꯕꯅꯥ
অথৌববু	ꯑꯊꯧꯕꯕꯨ
অথৌবশিংগী	ꯑꯊꯧꯕꯁꯤꯡꯒꯤ
অথৌবশিংদা	ꯑꯊꯧꯕꯁꯤꯡꯗꯥ
অথৌবশিংনা	ꯑꯊꯧꯕꯁꯤꯡꯅꯥ
অথৌবশিংবু	ꯑꯊꯧꯕꯁꯤꯡꯕꯨ
অথৌবা	ꯑꯊꯧꯕꯥ
অথৌবাশিং	ꯑꯊꯧꯕꯥꯁꯤꯡ
অথৌবি	ꯑꯊꯧꯕꯤ
অথৌশিং	ꯑꯊꯧꯁꯤꯡ
অথৌশিংনা	ꯑꯊꯧꯁꯤꯡꯅꯥ
অদগী	ꯑꯗꯒꯤ
অদা	ꯑꯗꯥ
অদু	ꯑꯗꯨ
অদুওইনমক	ꯑꯗꯨꯑꯣꯢꯅꯃꯛ
অদুক	ꯑꯗꯨꯛ
অদুকা	ꯑꯗꯨꯀꯥ
অদুক্	ꯑꯗꯨꯛ
অদুক্কী	ꯑꯗꯨꯛꯀꯤ
অদুখক্তদা	ꯑꯗꯨꯈꯛꯇꯗꯥ
অদুখক্তা	ꯑꯗꯨꯈꯛꯇꯥ
অদুগ	ꯑꯗꯨꯒ
অদুগনা	ꯑꯗꯨꯒꯅꯥ
অদুগা	ꯑꯗꯨꯒꯥ
অদুগি	ꯑꯗꯨꯒꯤ
অদুগী	ꯑꯗꯨꯒꯤ
অদুগীদমক	ꯑꯗꯨꯒꯤꯗꯃꯛ
অদুগীদমকসু	ꯑꯗꯨꯒꯤꯗꯃꯛꯁꯨ
অদুগীদমক্তবু	ꯑꯗꯨꯒꯤꯗꯃꯛꯇꯕꯨ
অদুগীদমক্তসু	ꯑꯗꯨꯒꯤꯗꯃꯛꯇꯁꯨ
অদুগীদমক্তা	ꯑꯗꯨꯒꯤꯗꯃꯛꯇꯥ
অদুগীসু	ꯑꯗꯨꯒꯤꯁꯨ
অদুগুম্না	ꯑꯗꯨꯒꯨꯝꯅꯥ
অদুগুম্বা	ꯑꯗꯨꯒꯨꯝꯕꯥ
অদুঙৈ	ꯑꯗꯨꯉꯩ
অদুঙৈগী	ꯑꯗꯨꯉꯩꯒꯤ
অদুতংদি	ꯑꯗꯨꯇꯪꯗꯤ
অদুতদি	ꯑꯗꯨꯇꯗꯤ
অদুতনি	ꯑꯗꯨꯇꯅꯤ
অদুদ	ꯑꯗꯨꯗ
অদুদগী	ꯑꯗꯨꯗꯒꯤ
অদুদগীদি	ꯑꯗꯨꯗꯒꯤꯗꯤ
অদুদগীনি	ꯑꯗꯨꯗꯒꯤꯅꯤ
অদুদগীসু	ꯑꯗꯨꯗꯒꯤꯁꯨ
অদুদদি	ꯑꯗꯨꯗꯗꯤ
অদুদনা	ꯑꯗꯨꯗꯅꯥ
অদুদসু	ꯑꯗꯨꯗꯁꯨ
অদুদা	ꯑꯗꯨꯗꯥ
অদুদাা	ꯑꯗꯨꯗꯥ
অদুদি	ꯑꯗꯨꯗꯤ
অদুদুনা	ꯑꯗꯨꯗꯨꯅꯥ
অদুদৈ	ꯑꯗꯨꯗꯩ
অদুদৈদি	ꯑꯗꯨꯗꯩꯗꯤ
অদুন	ꯑꯗꯨꯅ
অদুনদি	ꯑꯗꯨꯅꯗꯤ
অদুননি	ꯑꯗꯨꯅꯅꯤ
অদুনা	ꯑꯗꯨꯅꯥ
অদুনি	ꯑꯗꯨꯅꯤ
অদুবু	ꯑꯗꯨꯕꯨ
অদুবুদি	ꯑꯗꯨꯕꯨꯗꯤ
অদুবুনা	ꯑꯗꯨꯕꯨꯅꯥ
অদুবুনি	ꯑꯗꯨꯕꯨꯅꯤ
অদুবুসু	ꯑꯗꯨꯕꯨꯁꯨ
অদুবুু	ꯑꯗꯨꯕꯨ
অদুবূ	ꯑꯗꯨꯕꯨ
অদুম	ꯑꯗꯨꯝ
অদুমওইনমক	ꯑꯗꯨꯝꯑꯣꯢꯅꯃꯛ
অদুমক	ꯑꯗꯨꯃꯛ
অদুমকপু	ꯑꯗꯨꯃꯛꯄꯨ
অদুমক্	ꯑꯗꯨꯃꯛ
অদুমক্কী	ꯑꯗꯨꯃꯛꯀꯤ
অদুমক্তদগী	ꯑꯗꯨꯃꯛꯇꯗꯒꯤ
অদুমক্তদসু	ꯑꯗꯨꯃꯛꯇꯗꯁꯨ
অদুমক্তদা	ꯑꯗꯨꯃꯛꯇꯗꯥ
অদুমক্তনা	ꯑꯗꯨꯃꯛꯇꯅꯥ
অদুমক্তা	ꯑꯗꯨꯃꯛꯇꯥ
অদুমক্পু	ꯑꯗꯨꯃꯛꯄꯨ
অদুমা	ꯑꯗꯨꯃꯥ
অদুম্	ꯑꯗꯨꯝ
অদুম্নদি	ꯑꯗꯨꯝꯅꯗꯤ
অদুম্না	ꯑꯗꯨꯝꯅꯥ
অদুম্মক	ꯑꯗꯨꯝꯃꯛ
অদুম্মকনি	ꯑꯗꯨꯝꯃꯛꯅꯤ
অদুম্মকপু	ꯑꯗꯨꯝꯃꯛꯄꯨ
অদুসু	ꯑꯗꯨꯁꯨ
অদুুগা	ꯑꯗꯨꯒꯥ
অদুুদা	ꯑꯗꯨꯗꯥ
অদুুদি	ꯑꯗꯨꯗꯤ
অদুুবু	ꯑꯗꯨꯕꯨ
অদুূগী	ꯑꯗꯨꯒꯤ
অদুৱাইদকা	ꯑꯗꯨꯋꯥꯢꯗꯀꯥ
অদুৱাইদদি	ꯑꯗꯨꯋꯥꯢꯗꯗꯤ
অদুৱাইদা	ꯑꯗꯨꯋꯥꯢꯗꯥ
অদুৱায়্দা	ꯑꯗꯨꯋꯥꯢꯗꯥ
অদূ	ꯑꯗꯨ
অদূগা	ꯑꯗꯨꯒꯥ
অদূগী	ꯑꯗꯨꯒꯤ
অদূদা	ꯑꯗꯨꯗꯥ
অদো	ꯑꯗꯣ
অদোম	ꯑꯗꯣꯝ
অদোমগী	ꯑꯗꯣꯝꯒꯤ
অদোমদা	ꯑꯗꯣꯝꯗꯥ
অদোমনা	ꯑꯗꯣꯝꯅꯥ
অদোমসু	ꯑꯗꯣꯝꯁꯨ
অদোম্গী	ꯑꯗꯣꯝꯒꯤ
অদোম্দা	ꯑꯗꯣꯝꯗꯥ
অদোম্না	ꯑꯗꯣꯝꯅꯥ
অদ্দা	ꯑꯗꯗꯥ
অদ্দু	ꯑꯗꯗꯨ
অদৱাইগী	ꯑꯗꯋꯥꯢꯒꯤ
অনং	ꯑꯅꯪ
অনকপদা	ꯑꯅꯛꯄꯗꯥ
অনক্পদা	ꯑꯅꯛꯄꯗꯥ
অনা	ꯑꯅꯥ
অনাগী	ꯑꯅꯥꯒꯤ
অনাদা	ꯑꯅꯥꯗꯥ
অনাবগী	ꯑꯅꯥꯕꯒꯤ
অনাবদগী	ꯑꯅꯥꯕꯗꯒꯤ
অনাবদা	ꯑꯅꯥꯕꯗꯥ
অনাবদুগী	ꯑꯅꯥꯕꯗꯨꯒꯤ
অনাবনচিংবা	ꯑꯅꯥꯕꯅꯆꯤꯡꯕꯥ
অনাবনা	ꯑꯅꯥꯕꯅꯥ
অনাবশিং	ꯑꯅꯥꯕꯁꯤꯡ
অনাবশিংগসু	ꯑꯅꯥꯕꯁꯤꯡꯒꯁꯨ
অনাবশিংগা	ꯑꯅꯥꯕꯁꯤꯡꯒꯥ
অনাবশিংগী	ꯑꯅꯥꯕꯁꯤꯡꯒꯤ
অনাবশিংগীদমক	ꯑꯅꯥꯕꯁꯤꯡꯒꯤꯗꯃꯛ
অনাবশিংদগী	ꯑꯅꯥꯕꯁꯤꯡꯗꯒꯤ
অনাবশিংদসু	ꯑꯅꯥꯕꯁꯤꯡꯗꯁꯨ
অনাবশিংদা	ꯑꯅꯥꯕꯁꯤꯡꯗꯥ
অনাবশিংদি	ꯑꯅꯥꯕꯁꯤꯡꯗꯤ
অনাবশিংনা	ꯑꯅꯥꯕꯁꯤꯡꯅꯥ
অনাবশিংবু	ꯑꯅꯥꯕꯁꯤꯡꯕꯨ
অনাবসি	ꯑꯅꯥꯕꯁꯤ
অনাবা	ꯑꯅꯥꯕꯥ
অনাবীদূ	ꯑꯅꯥꯕꯤꯗꯨ
অনাবীনা	ꯑꯅꯥꯕꯤꯅꯥ
অনাশিং	ꯑꯅꯥꯁꯤꯡ
অনি	ꯑꯅꯤ
অনিংবদা	ꯑꯅꯤꯡꯕꯗꯥ
অনিংবসিনা	ꯑꯅꯤꯡꯕꯁꯤꯅꯥ
অনিংবা	ꯑꯅꯤꯡꯕꯥ
অনিখক	ꯑꯅꯤꯈꯛ
অনিখক্কী	ꯑꯅꯤꯈꯛꯀꯤ
অনিখক্তমক	ꯑꯅꯤꯈꯛꯇꯃꯛ
অনিখক্তা	ꯑꯅꯤꯈꯛꯇꯥ
অনিখক্তী	ꯑꯅꯤꯈꯛꯇꯤ
অনিগা	ꯑꯅꯤꯒꯥ
অনিগী	ꯑꯅꯤꯒꯤ
অনিগীনা	ꯑꯅꯤꯒꯤꯅꯥ
অনিতমক	ꯑꯅꯤꯇꯃꯛ
অনিদগী	ꯑꯅꯤꯗꯒꯤ
অনিদগীনা	ꯑꯅꯤꯗꯒꯤꯅꯥ
