অ	ꯑ
অথোইবনা	ꯑꯊꯣꯢꯕꯅꯥ
অথোইবনি	ꯑꯊꯣꯢꯕꯅꯤ
অথোরিতিগী	ꯑꯊꯣꯔꯤꯇꯤꯒꯤ
অথোরিতিদা	ꯑꯊꯣꯔꯤꯇꯤꯗꯥ
অথৌ	ꯑꯊꯧ
অথৌবা	ꯑꯊꯧꯕꯥ
অথৌশিং	ꯑꯊꯧꯁꯤꯡ
অথৌশিংনা	ꯑꯊꯧꯁꯤꯡꯅꯥ
অদগী	ꯑꯗꯒꯤ
অদা	ꯑꯗꯥ
অদিল	ꯑꯗꯤꯜ
অদু	ꯑꯗꯨ
অদুই	ꯑꯗꯨꯢ
অদুক	ꯑꯗꯨꯛ
অদুক্	ꯑꯗꯨꯛ
অদুগনা	ꯑꯗꯨꯒꯅꯥ
অদুগা	ꯑꯗꯨꯒꯥ
অদুগি	ꯑꯗꯨꯒꯤ
অদুগী	ꯑꯗꯨꯒꯤ
অদুগীদমক্তবু	ꯑꯗꯨꯒꯤꯗꯃꯛꯇꯕꯨ
অদুগীদমক্তা	ꯑꯗꯨꯒꯤꯗꯃꯛꯇꯥ
অদুগীসু	ꯑꯗꯨꯒꯤꯁꯨ
অদুগুম্বা	ꯑꯗꯨꯒꯨꯝꯕꯥ
অদুঙৈ	ꯑꯗꯨꯉꯩ
অদুতংদি	ꯑꯗꯨꯇꯪꯗꯤ
অদুতদি	ꯑꯗꯨꯇꯗꯤ
অদুতনি	ꯑꯗꯨꯇꯅꯤ
অদুদগী	ꯑꯗꯨꯗꯒꯤ
অদুদগীদি	ꯑꯗꯨꯗꯒꯤꯗꯤ
অদুদদি	ꯑꯗꯨꯗꯗꯤ
অদুদা	ꯑꯗꯨꯗꯥ
অদুদি	ꯑꯗꯨꯗꯤ
অদুদৈ	ꯑꯗꯨꯗꯩ
অদুদৈদি	ꯑꯗꯨꯗꯩꯗꯤ
অদুনদি	ꯑꯗꯨꯅꯗꯤ
অদুননি	ꯑꯗꯨꯅꯅꯤ
অদুনা	ꯑꯗꯨꯅꯥ
অদুনি	ꯑꯗꯨꯅꯤ
অদুবু	ꯑꯗꯨꯕꯨ
অদুবুদি	ꯑꯗꯨꯕꯨꯗꯤ
অদুবুনা	ꯑꯗꯨꯕꯨꯅꯥ
অদুবূ	ꯑꯗꯨꯕꯨ
অদুম	ꯑꯗꯨꯝ
অদুমওইনমক	ꯑꯗꯨꯝꯑꯣꯢꯅꯃꯛ
অদুমক	ꯑꯗꯨꯃꯛ
অদুমক্	ꯑꯗꯨꯃꯛ
অদুমক্কী	ꯑꯗꯨꯃꯛꯀꯤ
অদুমক্তদসু	ꯑꯗꯨꯃꯛꯇꯗꯁꯨ
অদুমক্তদা	ꯑꯗꯨꯃꯛꯇꯗꯥ
অদুমক্তনা	ꯑꯗꯨꯃꯛꯇꯅꯥ
অদুমক্পু	ꯑꯗꯨꯃꯛꯄꯨ
অদুমা	ꯑꯗꯨꯃꯥ
অদুম্	ꯑꯗꯨꯝ
অদুম্নদি	ꯑꯗꯨꯝꯅꯗꯤ
অদুম্না	ꯑꯗꯨꯝꯅꯥ
অদুম্মক	ꯑꯗꯨꯝꯃꯛ
অদুসু	ꯑꯗꯨꯁꯨ
অদুৱাইদকা	ꯑꯗꯨꯋꯥꯢꯗꯀꯥ
অদুৱাইদদি	ꯑꯗꯨꯋꯥꯢꯗꯗꯤ
অদুৱাইদা	ꯑꯗꯨꯋꯥꯢꯗꯥ
অদুৱায়্দা	ꯑꯗꯨꯋꯥꯢꯗꯥ
অদূ	ꯑꯗꯨ
অদূগা	ꯑꯗꯨꯒꯥ
অদূগী	ꯑꯗꯨꯒꯤ
অদূদা	ꯑꯗꯨꯗꯥ
অদো	ꯑꯗꯣ
অদোম্গী	ꯑꯗꯣꯝꯒꯤ
অদোম্দা	ꯑꯗꯣꯝꯗꯥ
অদোম্না	ꯑꯗꯣꯝꯅꯥ
অদ্দা	ꯑꯗꯗꯥ
অদৱাইগী	ꯑꯗꯋꯥꯢꯒꯤ
অধক্ষ্য	ꯑꯙꯛꯁ꯭ꯌꯥ
অনং	ꯑꯅꯪ
অনকপদা	ꯑꯅꯛꯄꯗꯥ
অনক্পদা	ꯑꯅꯛꯄꯗꯥ
অনা	ꯑꯅꯥ
অনাবসি	ꯑꯅꯥꯕꯁꯤ
অনাবা	ꯑꯅꯥꯕꯥ
অনাবীদূ	ꯑꯅꯥꯕꯤꯗꯨ
অনাবীনা	ꯑꯅꯥꯕꯤꯅꯥ
অনি	ꯑꯅꯤ
অনিখক	ꯑꯅꯤꯈꯛ
অনিগী	ꯑꯅꯤꯒꯤ
অনিদা	ꯑꯅꯤꯗꯥ
অনিদু	ꯑꯅꯤꯗꯨ
অনিদুগা	ꯑꯅꯤꯗꯨꯒꯥ
অনিদুগী	ꯑꯅꯤꯗꯨꯒꯤ
অনিনা	ꯑꯅꯤꯅꯥ
অনিনে	ꯑꯅꯤꯅꯦ
অনিবু	ꯑꯅꯤꯕꯨ
অনিমক্কী	ꯑꯅꯤꯃꯛꯀꯤ
অনিশুবা	ꯑꯅꯤꯁꯨꯕꯥ
অনিসিবু	ꯑꯅꯤꯁꯤꯕꯨ
অনিসুবা	ꯑꯅꯤꯁꯨꯕꯥ
অনিৰুসুন্তীগী	ꯑꯅꯤꯔꯨꯁꯨꯟꯇꯤꯒꯤ
অনী	ꯑꯅꯤ
অনীংবা	ꯑꯅꯤꯡꯕꯥ
অনীখক	ꯑꯅꯤꯈꯛ
অনীখক্	ꯑꯅꯤꯈꯛ
অনীগা	ꯑꯅꯤꯒꯥ
অনীগী	ꯑꯅꯤꯒꯤ
অনীদং	ꯑꯅꯤꯗꯪ
অনীদগী	ꯑꯅꯤꯗꯒꯤ
অনীদা	ꯑꯅꯤꯗꯥ
অনীদি	ꯑꯅꯤꯗꯤ
অনীদু	ꯑꯅꯤꯗꯨ
অনীদুগী	ꯑꯅꯤꯗꯨꯒꯤ
অনীদুদা	ꯑꯅꯤꯗꯨꯗꯥ
অনীদুদি	ꯑꯅꯤꯗꯨꯗꯤ
অনীদুনা	ꯑꯅꯤꯗꯨꯅꯥ
অনীদুবু	ꯑꯅꯤꯗꯨꯕꯨ
অনীদুসু	ꯑꯅꯤꯗꯨꯁꯨ
অনীদো	ꯑꯅꯤꯗꯣ
অনীনা	ꯑꯅꯤꯅꯥ
অনীবু	ꯑꯅꯤꯕꯨ
অনীবো	ꯑꯅꯤꯕꯣ
অনীমক	ꯑꯅꯤꯃꯛ
অনীমকী	ꯑꯅꯤꯃꯀꯤ
অনীমক্	ꯑꯅꯤꯃꯛ
অনীমক্কী	ꯑꯅꯤꯃꯛꯀꯤ
অনীমক্তগী	ꯑꯅꯤꯃꯛꯇꯒꯤ
অনীমক্তা	ꯑꯅꯤꯃꯛꯇꯥ
অনীমক্না	ꯑꯅꯤꯃꯛꯅꯥ
অনীমক্লা	ꯑꯅꯤꯃꯛꯂꯥ
অনীরক	ꯑꯅꯤꯔꯛ
অনীরক্	ꯑꯅꯤꯔꯛ
অনীরক্তং	ꯑꯅꯤꯔꯛꯇꯪ
অনীশুবা	ꯑꯅꯤꯁꯨꯕꯥ
অনীসি	ꯑꯅꯤꯁꯤ
অনীসিগী	ꯑꯅꯤꯁꯤꯒꯤ
অনীসু	ꯑꯅꯤꯁꯨ
অনৌ	ꯑꯅꯧ
অনৌবশিং	ꯑꯅꯧꯕꯁꯤꯡ
অনৌবা	ꯑꯅꯧꯕꯥ
অন্দর	ꯑꯟꯗꯔ
অন্দ্রো	ꯑꯟꯗ꯭ꯔꯣ
অন্ধ্র	ꯑꯟꯙ꯭ꯔ
অপখ্রেত	ꯑꯄꯈ꯭ꯔꯦꯇ
অপঙ	ꯑꯄꯪ
অপঙ্	ꯑꯄꯪ
অপঙ্গী	ꯑꯄꯪꯒꯤ
অপঙ্দা	ꯑꯄꯪꯗꯥ
অপঙ্দি	ꯑꯄꯪꯗꯤ
অপঙ্দু	ꯑꯄꯪꯗꯨ
অপঙ্দুদি	ꯑꯄꯪꯗꯨꯗꯤ
অপঙ্দুবু	ꯑꯄꯪꯗꯨꯕꯨ
অপঙ্দুসু	ꯑꯄꯪꯗꯨꯁꯨ
অপঙ্দো	ꯑꯄꯪꯗꯣ
অপঙ্না	ꯑꯄꯪꯅꯥ
অপঙ্নিদনা	ꯑꯄꯪꯅꯤꯗꯅꯥ
অপঙ্বদি	ꯑꯄꯪꯕꯗꯤ
অপঙ্বনা	ꯑꯄꯪꯕꯅꯥ
অপঙ্বা	ꯑꯄꯪꯕꯥ
অপঙ্বী	ꯑꯄꯪꯕꯤ
অপঙ্সু	ꯑꯄꯪꯁꯨ
অপন	ꯑꯄꯟ
অপনবা	ꯑꯄꯟꯕꯥ
অপন্দি	ꯑꯄꯟꯗꯤ
অপা	ꯑꯄꯥ
অপাইবি	ꯑꯄꯥꯢꯕꯤ
অপাইবী	ꯑꯄꯥꯢꯕꯤ
অপাইবীদুগা	ꯑꯄꯥꯢꯕꯤꯗꯨꯒꯥ
অপাইবীদুনা	ꯑꯄꯥꯢꯕꯤꯗꯨꯅꯥ
অপাইবীদো	ꯑꯄꯥꯢꯕꯤꯗꯣ
অপাইবীসি	ꯑꯄꯥꯢꯕꯤꯁꯤ
অপাক্পা	ꯑꯄꯥꯛꯄꯥ
অপাবা	ꯑꯄꯥꯕꯥ
অপাম	ꯑꯄꯥꯝ
অপাম্	ꯑꯄꯥꯝ
অপাম্বা	ꯑꯄꯥꯝꯕꯥ
অপাশিংদা	ꯑꯄꯥꯁꯤꯡꯗꯥ
অপায়্	ꯑꯄꯥꯢ
অপায়্বা	ꯑꯄꯥꯢꯕꯥ
অপায়্বীদু	ꯑꯄꯥꯢꯕꯤꯗꯨ
অপিল	ꯑꯄꯤꯜ
অপীক	ꯑꯄꯤꯛ
অপীক্পগী	ꯑꯄꯤꯛꯄꯒꯤ
অপীক্পা	ꯑꯄꯤꯛꯄꯥ
অপুনবগী	ꯑꯄꯨꯟꯕꯒꯤ
অপুনবা	ꯑꯄꯨꯟꯕꯥ
অপুম	ꯑꯄꯨꯝ
অপুম্	ꯑꯄꯨꯝ
অপুম্বা	ꯑꯄꯨꯝꯕꯥ
অপূনবা	ꯑꯄꯨꯟꯕꯥ
অপূম্বনা	ꯑꯄꯨꯝꯕꯅꯥ
অপূম্বা	ꯑꯄꯨꯝꯕꯥ
অপেন	ꯑꯄꯦꯟ
অপেন্	ꯑꯄꯦꯟ
অপেন্বা	ꯑꯄꯦꯟꯕꯥ
অপোকপগী	ꯑꯄꯣꯛꯄꯒꯤ
অপোকপা	ꯑꯄꯣꯛꯄꯥ
অপোক্পী	ꯑꯄꯣꯛꯄꯤ
অপোম্বদু	ꯑꯄꯣꯝꯕꯗꯨ
অফং	ꯑꯐꯪ
অফংবা	ꯑꯐꯪꯕꯥ
অফগানিস্তনদগী	ꯑꯐꯒꯥꯅꯤꯁ꯭ꯇꯟꯗꯒꯤ
অফগানিস্তান	ꯑꯐꯒꯥꯅꯤꯁ꯭ꯇꯥꯅ
অফগানিস্তানদা	ꯑꯐꯒꯥꯅꯤꯁ꯭ꯇꯥꯟꯗꯥ
অফবা	ꯑꯐꯕꯥ
অফাই	ꯑꯐꯥꯢ
অফাওবগী	ꯑꯐꯥꯎꯕꯒꯤ
অফাওবা	ꯑꯐꯥꯎꯕꯥ
অফায়	ꯑꯐꯥꯢ
অফায়্	ꯑꯐꯥꯢ
অফিং	ꯑꯐꯤꯡ
অবুংঙো	ꯑꯕꯨꯡꯉꯣ
অবোক	ꯑꯕꯣꯛ
অবোক্কী	ꯑꯕꯣꯛꯀꯤ
অভিয়ান	ꯑꯚꯤꯌꯥꯟ
অমখক	ꯑꯝꯈꯛ
অমখক্তং	ꯑꯝꯈꯛꯇꯪ
অমখক্তা	ꯑꯝꯈꯛꯇꯥ
অমখক্সু	ꯑꯝꯈꯛꯁꯨ
অমগনা	ꯑꯝꯒꯅꯥ
অমগা	ꯑꯝꯒꯥ
অমগী	ꯑꯝꯒꯤ
অমগীদমক	ꯑꯝꯒꯤꯗꯃꯛ
অমগীদা	ꯑꯝꯒꯤꯗꯥ
অমগুম্না	ꯑꯝꯒꯨꯝꯅꯥ
অমতং	ꯑꯝꯇꯪ
অমতংগদু	ꯑꯝꯇꯪꯒꯗꯨ
অমতংদি	ꯑꯝꯇꯪꯗꯤ
অমতনা	ꯑꯝꯇꯅꯥ
অমতা	ꯑꯝꯇꯥ
অমত্তং	ꯑꯃꯠꯇꯪ
অমত্তংবু	ꯑꯃꯠꯇꯪꯕꯨ
অমত্তগা	ꯑꯃꯠꯇꯒꯥ
অমত্তগী	ꯑꯃꯠꯇꯒꯤ
অমত্তদা	ꯑꯃꯠꯇꯗꯥ
অমত্তদি	ꯑꯃꯠꯇꯗꯤ
অমত্তনসু	ꯑꯃꯠꯇꯅꯁꯨ
অমত্তনা	ꯑꯃꯠꯇꯅꯥ
অমত্তসু	ꯑꯃꯠꯇꯁꯨ
অমত্তা	ꯑꯃꯠꯇꯥ
অমদগী	ꯑꯝꯗꯒꯤ
অমদনা	ꯑꯝꯗꯅꯥ
অমদনি	ꯑꯝꯗꯅꯤ
অমদা	ꯑꯝꯗꯥ
অমদি	ꯑꯝꯗꯤ
অমদী	ꯑꯝꯗꯤ
অমননি	ꯑꯃꯟꯅꯤ
অমনা	ꯑꯝꯅꯥ
অমনি	ꯑꯝꯅꯤ
অমনিনা	ꯑꯝꯅꯤꯅꯥ
অমফাওবা	ꯑꯝꯐꯥꯎꯕꯥ
অমবু	ꯑꯃꯕꯨ
অমবুদি	ꯑꯝꯕꯨꯗꯤ
অমমম	ꯑꯃꯃꯝ
অমমমতা	ꯑꯃꯃꯝꯇꯥ
অমমম্	ꯑꯃꯃꯝ
অমমম্তদি	ꯑꯃꯃꯝꯇꯗꯤ
অমমম্তা	ꯑꯃꯃꯝꯇꯥ
অমমম্দং	ꯑꯃꯃꯝꯗꯪ
অমমম্দদি	ꯑꯃꯃꯝꯗꯗꯤ
অমমম্দা	ꯑꯃꯃꯝꯗꯥ
অমমুক	ꯑꯃꯃꯨꯛ
অমম্বদা	ꯑꯃꯝꯕꯗꯥ
অমম্বনা	ꯑꯃꯝꯕꯅꯥ
অমম্বা	ꯑꯃꯝꯕꯥ
অমর	ꯑꯃꯔ
অমরজিং	ꯑꯃꯔꯖꯤꯡ
অমরোমদা	ꯑꯝꯔꯣꯝꯗꯥ
অমরোম্দা	ꯑꯃꯔꯣꯝꯗꯥ
অমসু	ꯑꯝꯁꯨ
অমসুং	ꯑꯝꯁꯨꯡ
অমা	ꯑꯃꯥ
অমাংবদু	ꯑꯃꯥꯡꯕꯗꯨ
অমাংবসিদি	ꯑꯃꯥꯡꯕꯁꯤꯗꯤ
অমাংবা	ꯑꯃꯥꯡꯕꯥ
অমাগা	ꯑꯃꯥꯒꯥ
অমাগী	ꯑꯃꯥꯒꯤ
অমাঙ	ꯑꯃꯥꯡ
অমাতরেত	ꯑꯃꯥꯇꯔꯦꯠ
অমাদা	ꯑꯃꯥꯗꯥ
অমাসু	ꯑꯃꯥꯁꯨ
অমিল	ꯑꯃꯤꯂ
অমুক	ꯑꯃꯨꯛ
অমুক্	ꯑꯃꯨꯛ
অমুক্কসু	ꯑꯃꯨꯛꯀꯁꯨ
অমুক্কা	ꯑꯃꯨꯛꯀꯥ
অমুক্তং	ꯑꯃꯨꯛꯇꯪ
অমুক্তংগা	ꯑꯃꯨꯛꯇꯪꯒꯥ
অমুক্তগা	ꯑꯃꯨꯛꯇꯒꯥ
অমুক্তঙ	ꯑꯃꯨꯛꯇꯪ
অমুক্তদি	ꯑꯃꯨꯛꯇꯗꯤ
অমুক্তশু	ꯑꯃꯨꯛꯇꯁꯨ
অমুক্তা	ꯑꯃꯨꯛꯇꯥ
অমুক্তি	ꯑꯃꯨꯛꯇꯤ
অমুক্তোইবা	ꯑꯃꯨꯛꯇꯣꯢꯕꯥ
অমুক্সু	ꯑꯃꯨꯛꯁꯨ
অমুক্হন্না	ꯑꯃꯨꯛꯍꯟꯅꯥ
অমুন	ꯑꯃꯨꯟ
অমুন্	ꯑꯃꯨꯟ
অমুন্বা	ꯑꯃꯨꯟꯕꯥ
অমুবা	ꯑꯃꯨꯕꯥ
অমূকহন্না	ꯑꯃꯨꯛꯍꯟꯅꯥ
অমৃতসর	ꯑꯃ꯭ꯔꯤꯠꯁꯔ
অমোম	ꯑꯃꯣꯝ
অমোম্	ꯑꯃꯣꯝ
অমোম্দু	ꯑꯃꯣꯝꯗꯨ
অমোম্না	ꯑꯃꯣꯝꯅꯥ
অমোম্সি	ꯑꯃꯣꯝꯁꯤ
অমৌ	ꯑꯃꯧ
অমৌগী	ꯑꯃꯧꯒꯤ
অম্বা	ꯑꯝꯕꯥ
অম্বাগী	ꯑꯝꯕꯥꯒꯤ
অম্রিত	ꯑꯃ꯭ꯔꯤꯠ
অয়াংপল্লি	ꯑꯌꯥꯡꯄꯜꯂꯤ
অয়ান্বনা	ꯑꯌꯥꯟꯕꯅꯥ
অয়াবা	ꯑꯌꯥꯕꯥ
অয়াম্বনা	ꯑꯌꯥꯝꯕꯅꯥ
অয়াম্বা	ꯑꯌꯥꯝꯕꯥ
অয়ুক	ꯑꯌꯨꯛ
অয়ুক্তগী	ꯑꯌꯨꯛꯇꯒꯤ
অয়ূক	ꯑꯌꯨꯛ
অরংননা	ꯑꯔꯪꯅꯅꯥ
অরাং	ꯑꯔꯥꯡ
অরাংবদু	ꯑꯔꯥꯡꯕꯗꯨ
অরাও	ꯑꯔꯥꯎ
