অ	ꯑ
অতিয়া	ꯑꯇꯤꯌꯥ
অতিয়াগী	ꯑꯇꯤꯌꯥꯒꯤ
অতিয়াদা	ꯑꯇꯤꯌꯥꯗ
অতেক	ꯑꯇꯦꯛ
অতেনবা	ꯑꯇꯦꯟꯕ
অতৈ	ꯑꯇꯩ
অতৈগা	ꯑꯇꯩꯒ
অতৈগী	ꯑꯇꯩꯒꯤ
অতৈদগী	ꯑꯇꯩꯗꯒꯤ
অতৈদসু	ꯑꯇꯩꯗꯁꯨ
অতৈদা	ꯑꯇꯩꯗ
অতৈদি	ꯑꯇꯩꯗꯤ
অতৈনা	ꯑꯇꯩꯅ
অত্মা	ꯑꯠꯃꯥ
অতৎ	ꯑꯇꯠ
অথক	ꯑꯊꯛ
অথকশিং	ꯑꯊꯛꯁꯤꯡ
অথাপ্পা	ꯑꯊꯥꯞꯄ
অথাবা	ꯑꯊꯥꯕ
অথিংবশিং	ꯑꯊꯤꯡꯕꯁꯤꯡ
অথিংবা	ꯑꯊꯤꯡꯕꯥ
অথুপ	ꯑꯊꯨꯞ
অথুবদা	ꯑꯊꯨꯕꯗꯥ
অথুবা	ꯑꯊꯨꯕꯥ
অথূপ্পা	ꯑꯊꯨꯞꯄꯥ
অথেংবদা	ꯑꯊꯦꯡꯕꯗꯥ
অথেংবা	ꯑꯊꯦꯡꯕꯥ
অদবানি	ꯑꯗꯕꯥꯅꯤ
অদর	ꯑꯗꯔ
অদা	ꯑꯗꯥ
অদানি	ꯑꯗꯥꯅꯤ
অদিতি	ꯑꯗꯤꯇꯤ
অদু	ꯑꯗꯨ
অদুক	ꯑꯗꯨꯀ
অদুক্কী	ꯑꯗꯨꯛꯀꯤ
অদুগা	ꯑꯗꯨꯒꯥ
অদুগী	ꯑꯗꯨꯒꯤ
অদুগীদমক	ꯑꯗꯨꯒꯤꯗꯃꯛ
অদুগীসু	ꯑꯗꯨꯒꯤꯁꯨ
অদুগুম্না	ꯑꯗꯨꯒꯨꯝꯅꯥ
অদুগুম্বা	ꯑꯗꯨꯒꯨꯝꯕꯥ
অদুঙৈ	ꯑꯗꯨꯉꯩ
অদুঙৈগী	ꯑꯗꯨꯉꯩꯒꯤ
অদুতনি	ꯑꯗꯨꯇꯅꯤ
অদুদ	ꯑꯗꯨꯗ
অদুদগী	ꯑꯗꯨꯗꯒꯤ
অদুদগীদি	ꯑꯗꯨꯗꯒꯤꯗꯤ
অদুদগীনি	ꯑꯗꯨꯗꯒꯤꯅꯤ
অদুদদি	ꯑꯗꯨꯗꯗꯤ
অদুদনা	ꯑꯗꯨꯗꯅꯥ
অদুদসু	ꯑꯗꯨꯗꯁꯨ
অদুদা	ꯑꯗꯨꯗꯥ
অদুদি	ꯑꯗꯨꯗꯤ
অদুদৈ	ꯑꯗꯨꯗꯩ
অদুন	ꯑꯗꯨꯅ
অদুনদি	ꯑꯗꯨꯅꯗꯤ
অদুননি	ꯑꯗꯨꯅꯅꯤ
অদুনা	ꯑꯗꯨꯅꯥ
অদুনি	ꯑꯗꯨꯅꯤ
অদুবু	ꯑꯗꯨꯕꯨ
অদুবুদি	ꯑꯗꯨꯕꯨꯗꯤ
অদুবুনা	ꯑꯗꯨꯕꯨꯅꯥ
অদুবুনি	ꯑꯗꯨꯕꯨꯅꯤ
অদুবুসু	ꯑꯗꯨꯕꯨꯁꯨ
অদুবূ	ꯑꯗꯨꯕꯨ
অদুম	ꯑꯗꯨꯝ
অদুমওইনমক	ꯑꯗꯨꯝꯑꯣꯏꯅꯃꯛ
অদুমক	ꯑꯗꯨꯃꯛ
অদুমকপু	ꯑꯗꯨꯃꯛꯄꯨ
অদুমক্কী	ꯑꯗꯨꯃꯛꯀꯤ
অদুমা	ꯑꯗꯨꯃꯥ
অদুম্নদি	ꯑꯗꯨꯝꯅꯗꯤ
অদুম্না	ꯑꯗꯨꯝꯅꯥ
অদুম্মক	ꯑꯗꯨꯝꯃꯛ
অদুম্মকপু	ꯑꯗꯨꯝꯃꯛꯄꯨ
অদুসু	ꯑꯗꯨꯁꯨ
অদুুবু	ꯑꯗꯨꯨꯕꯨ
অদুূগী	ꯑꯗꯨꯨꯒꯤ
অদুৱাইদদি	ꯑꯗꯨꯋꯥꯏꯗꯗꯤ
অদুৱাইদা	ꯑꯗꯨꯋꯥꯏꯗꯥ
অধার	ꯑꯙꯥꯔ
অধিকার	ꯑꯙꯤꯀꯥꯔ
অধিকারি	ꯑꯙꯤꯀꯥꯔꯤ
অন	ꯑꯅ
অনং	ꯑꯅꯪ
অনওর্গনাইজ	ꯑꯅꯑꯣꯔꯒꯅꯥꯏꯖ
অনকপদা	ꯑꯅꯛꯄꯗꯥ
অনন্দ	ꯑꯅꯟꯗ
অনন্দনা	ꯑꯅꯟꯗꯅꯥ
অনন্দা	ꯑꯅꯟꯗꯥ
অনসম	ꯑꯟꯁꯝ
অনা	ꯑꯅꯥ
অনাগী	ꯑꯅꯥꯒꯤ
অনাবগী	ꯑꯅꯥꯕꯒꯤ
অনাবদা	ꯑꯅꯥꯕꯗꯥ
অনাবনা	ꯑꯅꯥꯕꯅꯥ
অনাবশিং	ꯑꯅꯥꯕꯁꯤꯡ
অনাবশিংগা	ꯑꯅꯥꯕꯁꯤꯡꯒꯥ
অনাবশিংগী	ꯑꯅꯥꯕꯁꯤꯉꯒꯤ
অনাবশিংদা	ꯑꯅꯥꯕꯁꯤꯡꯗꯥ
অনাবশিংদি	ꯑꯅꯥꯕꯁꯤꯡꯗꯤ
অনাবশিংনা	ꯑꯅꯥꯕꯁꯤꯡꯅꯥ
অনাবশিংবু	ꯑꯅꯥꯕꯁꯤꯡꯕꯨ
অনাবা	ꯑꯅꯥꯕꯥ
অনাল	ꯑꯅꯥꯜ
অনি	ꯑꯅꯤ
অনিংবা	ꯑꯅꯤꯡꯕꯥ
অনিখক	ꯑꯅꯤꯈꯛ
অনিগা	ꯑꯅꯤꯒꯥ
অনিগী	ꯑꯅꯤꯒꯤ
অনিতা	ꯑꯅꯤꯇꯥ
অনিদগী	ꯑꯅꯤꯗꯒꯤ
অনিদা	ꯑꯅꯤꯗꯥ
অনিদি	ꯑꯅꯤꯗꯤ
অনিদু	ꯑꯅꯤꯗꯨ
অনিনা	ꯑꯅꯤꯅꯥ
অনিনি	ꯑꯅꯤꯅꯤ
অনিবু	ꯑꯅꯤꯕꯨ
অনিমক	ꯑꯅꯤꯃꯛ
অনিমক্কী	ꯑꯅꯤꯃꯛꯀꯤ
অনিমক্না	ꯑꯅꯤꯃꯛꯅꯥ
অনিরক	ꯑꯅꯤꯔꯛ
অনিরকশুবা	ꯑꯅꯤꯔꯛꯁꯨꯕꯥ
অনিল	ꯑꯅꯤꯜ
অনিশুবা	ꯑꯅꯤꯁꯨꯕꯥ
অনিসু	ꯑꯅꯤꯁꯨ
অনী	ꯑꯅꯤ
অনীংবা	ꯑꯅꯤꯪꯕꯥ
অনীখক	ꯑꯅꯤꯈꯛ
অনীগা	ꯑꯅꯤꯒꯥ
অনীগী	ꯑꯅꯤꯒꯤ
অনীদং	ꯑꯅꯤꯗꯪ
অনীদগী	ꯑꯅꯤꯗꯒꯤ
অনীদা	ꯑꯅꯤꯗꯥ
অনীদি	ꯑꯅꯤꯗꯤ
অনীদু	ꯑꯅꯤꯗꯨ
অনীদুগী	ꯑꯅꯤꯗꯨꯒꯤ
অনীদুদা	ꯑꯅꯤꯗꯨꯗꯥ
অনীদুদি	ꯑꯅꯤꯗꯨꯗꯤ
অনীদুনা	ꯑꯅꯤꯗꯨꯅꯥ
অনীনা	ꯑꯅꯤꯅꯥ
অনীবু	ꯑꯅꯤꯕꯨ
অনীমক	ꯑꯅꯤꯃꯛ
অনীমক্কী	ꯑꯅꯤꯃꯛꯀꯤ
অনীমক্না	ꯑꯅꯤꯃꯛꯅꯥ
অনীরক	ꯑꯅꯤꯔꯛ
অনীশুবা	ꯑꯅꯤꯁꯨꯕꯥ
অনীসি	ꯑꯅꯤꯁꯤ
অনীসিগী	ꯑꯅꯤꯁꯤꯒꯤ
অনীসু	ꯑꯅꯤꯁꯨ
অনুপম	ꯑꯅꯨꯄꯝ
অনেম্বা	ꯑꯅꯦꯝꯕꯥ
অন্তাস	ꯑꯟꯇꯥꯁ
অন্দমান	ꯑꯟꯗꯃꯥꯟ
অন্দর	ꯑꯟꯗꯔ
অন্দরষ্টেন্দিং	ꯑꯟꯗꯔꯁ꯭ꯇꯦꯟꯗꯤꯡ
অন্দামান	ꯑꯟꯗꯥꯃꯥꯟ
অন্দ্র	ꯑꯟꯗꯔ꯭
অন্ন	ꯑꯟꯅ
অন্না	ꯑꯟꯅꯥ
অপ	ꯑꯞ
অপগ্রেদ	ꯑꯞꯒ꯭ꯔꯦꯗ
অপগ্রেদেসন	ꯑꯞꯒ꯭ꯔꯦꯗꯦꯁꯟ
অপঙ	ꯑꯄꯡ
অপদেট	ꯑꯞꯗꯦꯇ
অপন	ꯑꯄꯟ
অপনদি	ꯑꯄꯟꯗꯤ
অপনবশিং	ꯑꯄꯟꯕꯁꯤꯡ
অপনবা	ꯑꯄꯟꯕꯥ
অপনা	ꯑꯄꯅꯥ
অপনি	ꯑꯄꯅꯤ
অপর	ꯑꯄꯔ
অপরাইজিং	ꯑꯞꯔꯥꯏꯖꯤꯡ
অপস	ꯑꯄꯁ
অপা	ꯑꯄꯥ
অপাইবী	ꯑꯄꯥꯏꯕꯤ
অপাবা	ꯑꯄꯥꯕꯥ
অপাম	ꯑꯄꯥꯃ
অপাম্বদি	ꯑꯄꯥꯝꯕꯗꯤ
অপাম্বদু	ꯑꯄꯥꯝꯕꯗꯨ
অপাম্বনি	ꯑꯄꯥꯝꯕꯅꯤ
অপাম্বশিং	ꯑꯄꯥꯝꯕꯁꯤꯡ
অপাম্বসু	ꯑꯄꯥꯝꯕꯁꯨ
অপাম্বা	ꯑꯄꯥꯝꯕꯥ
অপাশিং	ꯑꯄꯥꯁꯤꯡ
অপিকপা	ꯑꯄꯤꯛꯄꯥ
অপিবা	ꯑꯄꯤꯕꯥ
অপিল	ꯑꯄꯤꯜ
অপীক	ꯑꯄꯤꯛ
অপুন	ꯑꯄꯨꯅ
অপুনবগী	ꯑꯄꯨꯅꯕꯒꯤ
অপুনবা	ꯑꯄꯨꯅꯕꯥ
অপুন্নবা	ꯑꯄꯨꯟꯅꯕꯥ
অপুম	ꯑꯄꯨꯃ
অপুম্বা	ꯑꯄꯨꯝꯕꯥ
অপূনবা	ꯑꯄꯨꯅꯕꯥ
অপূম্বা	ꯑꯄꯨꯝꯕꯥ
অপেন	ꯑꯄꯦꯟ
অপেনবা	ꯑꯄꯦꯟꯕꯥ
অপ্পর	ꯑꯞꯄꯔ
অফ	ꯑꯐ
অফং	ꯑꯐꯪ
অফংবা	ꯑꯐꯪꯕꯥ
অফগান	ꯑꯐꯒꯥꯟ
অফগানিষ্টান	ꯑꯐꯒꯥꯅꯤꯁꯇꯥꯟ
অফগানিষ্টানদা	ꯑꯐꯒꯥꯅꯤꯁꯇꯥꯟꯗꯥ
অফবনা	ꯑꯐꯕꯅꯥ
অফবা	ꯑꯐꯕꯥ
অফস্পা	ꯑꯐꯁꯄꯥ
অফা	ꯑꯐꯥ
অফাও	ꯑꯐꯥꯎ
অফাওবা	ꯑꯐꯥꯑꯣꯕꯥ
অবদেল	ꯑꯕꯗꯦꯜ
অবা	ꯑꯕꯥ
অবাবা	ꯑꯕꯥꯕꯥ
অবের	ꯑꯕꯦꯔ
অব্দুল	ꯑꯕꯗꯨꯜ
অব্দুলা	ꯑꯕꯗꯨꯂꯥ
অভিজিৎ	ꯑꯚꯤꯖꯤꯠ
অভিয়ান	ꯑꯚꯤꯌꯥꯟ
অভিয়ানগী	ꯑꯚꯤꯌꯥꯟꯒꯤ
অম	ꯑꯃ
অমকপা	ꯑꯃꯛꯄꯥ
অমখক	ꯑꯃꯈꯛ
অমখক্কী	ꯑꯃꯈꯛꯀꯤ
অমগগী	ꯑꯃꯒꯒꯤ
অমগনা	ꯑꯃꯒꯅꯥ
অমগনি	ꯑꯃꯒꯅꯤ
অমগসু	ꯑꯃꯒꯁꯨ
অমগা	ꯑꯃꯒꯥ
অমগী	ꯑꯃꯒꯤ
অমগীদমক	ꯑꯃꯒꯤꯗꯃꯛ
অমগীদা	ꯑꯃꯒꯤꯗꯥ
অমগীনা	ꯑꯃꯒꯤꯅꯥ
অমগীনি	ꯑꯃꯒꯤꯅꯤ
অমগীসু	ꯑꯃꯒꯤꯁꯨ
অমগুম	ꯑꯃꯒꯨꯝ
অমগুম্না	ꯑꯃꯒꯨꯝꯅꯥ
অমজু	ꯑꯝꯖꯨ
অমজুগী	ꯑꯝꯖꯨꯒꯤ
অমতং	ꯑꯃꯇꯪ
অমতনা	ꯑꯃꯠꯅꯥ
অমতা	ꯑꯃꯇꯥ
অমত্তং	ꯑꯃꯠꯇꯪ
অমত্তগা	ꯑꯃꯠꯇꯒꯥ
অমত্তগী	ꯑꯃꯠꯇꯒꯤ
অমত্তদা	ꯑꯃꯠꯇꯗꯥ
অমত্তদি	ꯑꯃꯠꯇꯗꯤ
অমত্তনসু	ꯑꯃꯠꯇꯅꯁꯨ
অমত্তনা	ꯑꯃꯠꯇꯅꯥ
অমত্তনি	ꯑꯃꯠꯇꯅꯤ
অমত্তসু	ꯑꯃꯠꯇꯁꯨ
অমত্তা	ꯑꯃꯠꯇꯥ
অমদ	ꯑꯃꯗ
অমদগী	ꯑꯃꯗꯒꯤ
অমদগীদি	ꯑꯃꯗꯒꯤꯗꯤ
অমদনা	ꯑꯃꯗꯅꯥ
অমদনি	ꯑꯃꯗꯅꯤ
অমদসু	ꯑꯃꯗꯁꯨ
অমদা	ꯑꯃꯗꯥ
অমদি	ꯑꯃꯗꯤ
অমদু	ꯑꯃꯗꯨ
অমদুনা	ꯑꯃꯗꯨꯅꯥ
অমনবা	ꯑꯃꯟꯕꯥ
অমনসু	ꯑꯃꯅꯁꯨ
অমনা	ꯑꯃꯅꯥ
অমনি	ꯑꯃꯅꯤ
অমফাওবা	ꯑꯃꯐꯥꯑꯣꯕꯥ
অমবু	ꯑꯃꯕꯨ
অমবুদি	ꯑꯃꯕꯨꯗꯤ
অমব্রেলা	ꯑꯝꯕ꯭ꯔꯦꯂꯥ
অমমম	ꯑꯃꯃꯝ
অমমমগী	ꯑꯃꯃꯝꯒꯤ
অমমমতা	ꯑꯃꯃꯝꯇꯥ
অমমমদা	ꯑꯃꯃꯝꯗꯥ
অমমমদি	ꯑꯃꯃꯝꯗꯤ
অমমমনা	ꯑꯃꯃꯝꯅꯥ
অমমমনি	ꯑꯃꯃꯝꯅꯤ
অমমমম	ꯑꯝꯃꯃꯝ
অমমুক	ꯑꯃꯃꯨꯛ
অমম্বদা	ꯑꯃꯝꯕꯗꯥ
অমম্ববু	ꯑꯃꯝꯕꯕꯨ
অমম্বা	ꯑꯃꯝꯕꯥ
অমর	ꯑꯃꯔ
অমরজিৎ	ꯑꯃꯔꯖꯤꯠ
অমরা	ꯑꯝꯔꯥ
অমরিন্দর	ꯑꯝꯔꯤꯟꯗꯔ
অমরেমদা	ꯑꯃꯔꯦꯝꯗꯥ
অমসিদা	ꯑꯃꯁꯤꯗꯥ
অমসু	ꯑꯃꯁꯨ
অমসুং	ꯑꯃꯁꯨꯡ
অমসুনি	ꯑꯃꯁꯨꯅꯤ
অমা	ꯑꯃꯥ
অমাং	ꯑꯃꯥꯡ
অমাংবা	ꯑꯃꯥꯡꯕꯥ
অমাইবা	ꯑꯃꯥꯢꯕꯥ
অমাইবীশিংনসু	ꯑꯃꯥꯢꯕꯤꯁꯤꯡꯅꯁꯨ
অমাগী	ꯑꯃꯥꯒꯤ
অমাঙ	ꯑꯃꯥꯉ
অমানা	ꯑꯃꯥꯅꯥ
অমিট	ꯑꯃꯤꯠ
অমিত	ꯑꯃꯤꯠ
অমিন	ꯑꯃꯤꯟ
অমুক	ꯑꯃꯨꯛ
অমুক্কসু	ꯑꯃꯨꯛꯀꯁꯨ
অমুক্কা	ꯑꯃꯨꯛꯀꯥ
অমুবা	ꯑꯃꯨꯕꯥ
অমুর	ꯑꯃꯨꯔ
অমেরিকা	ꯑꯃꯦꯔꯤꯀꯥ
অমেরিকাগী	ꯑꯃꯦꯔꯤꯀꯥꯒꯤ
অমেরিকাদা	ꯑꯃꯦꯔꯤꯀꯥꯗꯥ
অম্ফা	ꯑꯝꯐꯥ
অরাং	ꯑꯔꯥꯪ
অরাইবা	ꯑꯔꯥꯢꯕꯥ
অরান	ꯑꯔꯥꯟ
অরানবনি	ꯑꯔꯥꯟꯕꯅꯤ
অরানবশিং	ꯑꯔꯥꯟꯕꯁꯤꯡ
অরানবা	ꯑꯔꯥꯟꯕꯥ
অরাপ্তি	ꯑꯔꯥꯞꯇꯤ
অরাপ্পদা	ꯑꯔꯥꯞꯄꯗꯥ
অরাপ্পা	ꯑꯔꯥꯞꯄꯥ
অরাবিয়া	ꯑꯔꯥꯕꯤꯌꯥ
অরাবিয়াগী	ꯑꯔꯥꯕꯤꯌꯥꯒꯤ
অরাবিয়াদগী	ꯑꯔꯥꯕꯤꯌꯥꯗꯒꯤ
অরাবিয়ানা	ꯑꯔꯥꯕꯤꯌꯥꯅꯥ
অরাম	ꯑꯔꯥꯃ
অরাম্বম	ꯑꯔꯥꯝꯕꯝ
অরাম্বমনা	ꯑꯔꯥꯝꯕꯝꯅꯥ
অরি	ꯑꯔꯤ
অরিবম	ꯑꯔꯤꯕꯝ
অরিবা	ꯑꯔꯤꯕꯥ
অরু	ꯑꯔꯨ
অরুন	ꯑꯔꯨꯟ
অরুনকুমারনা	ꯑꯔꯨꯟꯀꯨꯃꯥꯔꯅꯥ
অরুনাচল	ꯑꯔꯨꯅꯥꯆꯜ
অরুবা	ꯑꯔꯨꯕꯥ
অরুম্বগী	ꯑꯔꯨꯝꯕꯒꯤ
অরুম্বনা	ꯑꯔꯨꯝꯕꯅꯥ
অরুম্বা	ꯑꯔꯨꯝꯕꯥ
অরেপ্পা	ꯑꯔꯦꯞꯄꯥ
অরেম্বদা	ꯑꯔꯦꯝꯕꯗꯥ
অরেম্বা	ꯑꯔꯦꯝꯕꯥ
অরৈবা	ꯑꯔꯩꯕꯥ
অর্থর	ꯑꯔꯊꯔ
অর্বান	ꯑꯔꯕꯥꯟ
অর্বানগী	ꯑꯔꯕꯥꯟꯒꯤ
অর্শিবাদ	ꯑꯔꯁꯤꯕꯥꯗ
অল	ꯑꯜ
অলফ্রেদ	ꯑꯜꯐ꯭ꯔꯦꯗ
অলম	ꯑꯂꯝ
অশংবা	ꯑꯁꯪꯕꯥ
অশম্বা	ꯑꯁꯝꯕꯥ
অশা	ꯑꯁꯥ
অশাংবম	ꯑꯁꯥꯡꯕꯝ
অশাংবা	ꯑꯁꯥꯡꯕꯥ
অশাওবা	ꯑꯁꯥꯑꯣꯕꯥ
অশাগী	ꯑꯁꯥꯒꯤ
অশানবা	ꯑꯁꯥꯟꯕꯥ
অশাবদু	ꯑꯁꯥꯕꯗꯨ
অশাবা	ꯑꯁꯥꯕꯥ
অশি	ꯑꯁꯤ
অশিং	ꯑꯁꯤꯪ
অশিংবনি	ꯑꯁꯤꯡꯕꯅꯤ
অশিংবা	ꯑꯁꯤꯪꯕꯥ
অশিবগী	ꯑꯁꯤꯕꯒꯤ
অশিবগুম	ꯑꯁꯤꯕꯒꯨꯃ
অশিবা	ꯑꯁꯤꯕꯥ
অশুক	ꯑꯁꯨꯛ
অশুকপা	ꯑꯁꯨꯛꯄꯥ
অশেংবদু	ꯑꯁꯦꯪꯕꯗꯨ
অশেংবনি	ꯑꯁꯦꯪꯕꯅꯤ
অশেংবা	ꯑꯁꯦꯡꯕꯥ
অশেম	ꯑꯁꯦꯝ
অসব	ꯑꯁꯕ
অসা	ꯑꯁꯥ
অসাম	ꯑꯁꯥꯝ
অসামগা	ꯑꯁꯥꯝꯒꯥ
অসামগী	ꯑꯁꯥꯃꯒꯤ
অসামদগী	ꯑꯁꯥꯝꯗꯒꯤ
অসামদা	ꯑꯁꯥꯝꯗꯥ
অসামনা	ꯑꯁꯥꯝꯅꯥ
অসামবু	ꯑꯁꯥꯝꯕꯨ
অসি	ꯑꯁꯤ
অসিগা	ꯑꯁꯤꯒꯥ
অসিগী	ꯑꯁꯤꯒꯤ
অসিগীতা	ꯑꯁꯤꯒꯤꯇꯥ
অসিগীদমক	ꯑꯁꯤꯒꯤꯗꯃꯛ
অসিগীসু	ꯑꯁꯤꯒꯤꯁꯨ
অসিগুমবা	ꯑꯁꯤꯒꯨꯝꯕꯥ
অসিগুম্না	ꯑꯁꯤꯒꯨꯝꯅꯥ
অসিগুম্বশিং	ꯑꯁꯤꯒꯨꯝꯕꯁꯤꯡ
অসিগুম্বা	ꯑꯁꯤꯒꯨꯝꯕꯥ
অসিগুম্লবা	ꯑꯁꯤꯒꯨꯝꯂꯕꯥ
অসিদগী	ꯑꯁꯤꯗꯒꯤ
অসিদগীনি	ꯑꯁꯤꯗꯒꯤꯅꯤ
অসিদতা	ꯑꯁꯤꯗꯇꯥ
অসিদদি	ꯑꯁꯤꯗꯗꯤ
অসিদনা	ꯑꯁꯤꯗꯅꯥ
অসিদনি	ꯑꯁꯤꯗꯅꯤ
অসিদসু	ꯑꯁꯤꯗꯁꯨ
অসিদা	ꯑꯁꯤꯗꯥ
